filepath,label
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.39 PM (3)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.39 PM (3)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.39 PM (3)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.39 PM (3)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.08_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.08_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.08_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.08_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.08_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.13 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.13 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.13 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.13 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.13 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.34.05_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.34.05_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.34.05_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.34.05_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.34.05_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.21_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.21_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.21_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.21_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.21_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.51 (3)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.51 (3)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.51 (3)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.51 (3)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.51 (3)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.50.57_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.50.57_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.50.57_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.50.57_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 21.50.57_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.43 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.43 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.43 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.43 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.43 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.47 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.47 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.47 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.47 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.47 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.18_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.18_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.18_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.18_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 23.09.18_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.55_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.55_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.55_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.55_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.55_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.35.11_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.35.11_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.35.11_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.35.11_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.35.11_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (2)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (2)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (2)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (2)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (2)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (3)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (3)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (3)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (3)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (3)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (1)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (1)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (1)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (1)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.39.59 PM (1)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.13_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.13_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.13_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.13_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.13_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.00 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.00 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.00 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.00 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.00 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.46 (1)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.46 (1)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.46 (1)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.46 (1)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.46 (1)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.08 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.08 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.08 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.08 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.08 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.20_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.20_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.20_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.20_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.30.20_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.52_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.52_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.52_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.52_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.15.52_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.36.43 PM (1)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.36.43 PM (1)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.36.43 PM (1)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.36.43 PM (1)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.36.43 PM (1)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.28 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.28 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.28 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.28 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.28 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.46 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.46 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.46 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.46 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.14.46 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM (1)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM (1)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM (1)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM (1)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.40.38 PM (1)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.05 AM_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.05 AM_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.05 AM_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.05 AM_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 12.15.05 AM_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM(2)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM(2)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM(2)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM(2)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.41.15 PM(2)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.58.43_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.58.43_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.58.43_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.58.43_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 22.58.43_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.45 (3)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.45 (3)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.45 (3)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.45 (3)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-05 at 23.01.45 (3)_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.06_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.06_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.06_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.06_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 20.20.06_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.58_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.58_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.58_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.58_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Ptt 2026-03-05 at 22.52.58_vol.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.00 PM (2)_orig.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.00 PM (2)_slow.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.00 PM (2)_fast.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.00 PM (2)_pitch.npy,1
rep_features\train\Positives/Blocked\mfcc_WhatsApp Audio 2026-03-06 at 1.35.00 PM (2)_vol.npy,1
